CL State,CL Region,CL District,Housing Category,Post ID,Repost of (Post ID),Title,URL,Date Posted,Time Posted,Price,Location,Post has Image,Post has Map,Post has Geotag,Bedrooms,Area
California,sfbay,scz,rooms & shares,6951091278,5399240779,"Room for rent - 46th Ave, Capitola  - Walking distance to the ocean",https://sfbay.craigslist.org/scz/roo/d/capitola-room-for-rent-46th-ave/6951091278.html,2019-08-24,06:48,$900,capitola,True,False,None,None,150ft2
California,sfbay,scz,rooms & shares,6959655274,None,Small Downtown Furnished Room - Fall Quarter,https://sfbay.craigslist.org/scz/roo/d/santa-cruz-small-downtown-furnished/6959655274.html,2019-08-23,22:14,$750,santa cruz,True,False,None,None,None
California,sfbay,scz,rooms & shares,6963412259,None,Cottage in Happy Valley,https://sfbay.craigslist.org/scz/roo/d/santa-cruz-cottage-in-happy-valley/6963412259.html,2019-08-23,19:07,$900,santa cruz,True,False,None,None,None
California,sfbay,scz,rooms & shares,6963386376,None,Room in a two bedroom duplex,https://sfbay.craigslist.org/scz/roo/d/capitola-room-in-two-bedroom-duplex/6963386376.html,2019-08-23,18:14,$900,capitola,True,False,None,None,None
California,sfbay,scz,rooms & shares,6963375222,6952011059,Small Room for Rent in Pleasure Point (Eastside),https://sfbay.craigslist.org/scz/roo/d/santa-cruz-small-room-for-rent-in/6963375222.html,2019-08-23,17:45,$825,santa cruz,True,False,None,None,100ft2
California,sfbay,scz,rooms & shares,6959374599,6579072215,Unfurnished Room for Rent in Aptos-Seascape Neighborhood,https://sfbay.craigslist.org/scz/roo/d/aptos-unfurnished-room-for-rent-in/6959374599.html,2019-08-23,15:51,$750,aptos,True,False,None,None,120ft2
California,sfbay,scz,rooms & shares,6963074620,None,Room Available in 4 bedroom home. Roommate Needed by Sept. 1st.,https://sfbay.craigslist.org/scz/roo/d/santa-cruz-room-available-in-4-bedroom/6963074620.html,2019-08-23,11:13,$780,santa cruz,True,False,None,None,None
California,sfbay,scz,rooms & shares,6963069580,6828791293,"Gardens, Food, and Good People - Private room for rent",https://sfbay.craigslist.org/scz/roo/d/santa-cruz-gardens-food-and-good-people/6963069580.html,2019-08-23,11:08,$900,santa cruz,True,False,None,None,200ft2
California,sfbay,scz,rooms & shares,6962967908,None,Large Scotts Valley mountain room with private entrance,https://sfbay.craigslist.org/scz/roo/d/scotts-valley-large-scotts-valley/6962967908.html,2019-08-23,09:24,$950,scotts valley,True,False,None,None,None
California,sfbay,scz,rooms & shares,6962967302,None,Room for rent $850,https://sfbay.craigslist.org/scz/roo/d/scotts-valley-room-for-rent-850/6962967302.html,2019-08-23,09:23,$850,scotts valley,True,False,None,None,None
California,sfbay,scz,rooms & shares,6960278813,6771056152,Santa Cruz Downtown Living,https://sfbay.craigslist.org/scz/roo/d/santa-cruz-santa-cruz-downtown-living/6960278813.html,2019-08-23,08:52,$850,santa cruz,True,False,None,None,None
California,sfbay,scz,rooms & shares,6962867437,4663908434,Bonny Doon cozy,https://sfbay.craigslist.org/scz/roo/d/santa-cruz-bonny-doon-cozy/6962867437.html,2019-08-23,07:37,$575,santa cruz,True,False,None,None,160ft2
California,sfbay,scz,rooms & shares,6958369924,6944549368,Room rent,https://sfbay.craigslist.org/scz/roo/d/santa-cruz-room-rent/6958369924.html,2019-08-22,23:17,$1000,santa cruz,True,False,None,None,250ft2
California,sfbay,scz,rooms & shares,6962667108,6938617879,Room available on October 1st/ part time live in nanny in downtown B.C,https://sfbay.craigslist.org/scz/roo/d/boulder-creek-room-available-on-october/6962667108.html,2019-08-22,19:10,$900,boulder creek,True,False,None,None,144ft2
California,sfbay,scz,rooms & shares,6962460903,None,"$900-$1,500 rooms Santa Cruz Mountain Home Student/Professionals",https://sfbay.craigslist.org/scz/roo/d/felton-rooms-santa-cruz-mountain-home/6962460903.html,2019-08-22,13:34,$1000,santa cruz,True,False,None,None,120ft2
California,sfbay,scz,rooms & shares,6959414693,6952738548,Room in beautiful home in Live Oak,https://sfbay.craigslist.org/scz/roo/d/santa-cruz-room-in-beautiful-home-in/6959414693.html,2019-08-22,13:08,$950,Santa Cruz,True,False,None,None,130ft2
California,sfbay,scz,rooms & shares,6962307571,6699490543,Shared house in Aptos Hills,https://sfbay.craigslist.org/scz/roo/d/aptos-shared-house-in-aptos-hills/6962307571.html,2019-08-22,10:40,$1000,aptos,True,False,None,None,168ft2
California,sfbay,scz,rooms & shares,6962011417,6956149841,ROOM FOR RENT IN SPACIOUS HOUSE,https://sfbay.craigslist.org/scz/roo/d/watsonville-room-for-rent-in-spacious/6962011417.html,2019-08-22,00:19,$975,watsonville,True,False,None,None,None
California,sfbay,scz,rooms & shares,6961977780,None,Room for Rent in Aptos,https://sfbay.craigslist.org/scz/roo/d/aptos-room-for-rent-in-aptos/6961977780.html,2019-08-21,21:10,$820,aptos,True,False,None,None,None
California,sfbay,scz,rooms & shares,6961916351,None,Room for rent in beautiful home. Clean & Professional ONLY,https://sfbay.craigslist.org/scz/roo/d/watsonville-room-for-rent-in-beautiful/6961916351.html,2019-08-21,18:26,$800,watsonville,True,False,None,None,None
California,sfbay,scz,rooms & shares,6961571841,6723367202,Partially furnished TINY room in shared house in Live Oak,https://sfbay.craigslist.org/scz/roo/d/santa-cruz-partially-furnished-tiny/6961571841.html,2019-08-21,10:50,$600,santa cruz,True,False,None,None,100ft2
California,sfbay,scz,rooms & shares,6961442337,6948424296,Nice room for rent,https://sfbay.craigslist.org/scz/roo/d/watsonville-nice-room-for-rent/6961442337.html,2019-08-21,08:35,$850,watsonville,True,False,None,None,153ft2
California,sfbay,scz,rooms & shares,6954662426,None,Room for rent in Rio Del Mar,https://sfbay.craigslist.org/scz/roo/d/aptos-room-for-rent-in-rio-del-mar/6954662426.html,2019-08-19,19:18,$900,aptos,True,False,None,None,None
California,sfbay,scz,rooms & shares,6960404163,6867137942,"So, you want to live with Great Danes",https://sfbay.craigslist.org/scz/roo/d/santa-cruz-so-you-want-to-live-with/6960404163.html,2019-08-19,18:31,$900,santa cruz,True,False,None,None,90ft2
California,sfbay,scz,rooms & shares,6955212863,None,"Ballroom in bucolic Ocean Street Extension paradise, Sep 1 or 16",https://sfbay.craigslist.org/scz/roo/d/santa-cruz-ballroom-in-bucolic-ocean/6955212863.html,2019-08-19,15:20,$800,santa cruz,True,False,None,None,900ft2
California,sfbay,scz,rooms & shares,6960064574,None,Room for Rent with Private Bath,https://sfbay.craigslist.org/scz/roo/d/aptos-room-for-rent-with-private-bath/6960064574.html,2019-08-19,11:11,$750,aptos,True,False,None,None,None
California,sfbay,scz,rooms & shares,6959362995,6921217975,Private room near beach and Cabrillo,https://sfbay.craigslist.org/scz/roo/d/aptos-private-room-near-beach-and/6959362995.html,2019-08-18,13:03,$825,aptos,True,False,None,None,250ft2
California,sfbay,scz,rooms & shares,6940153418,6848223339,Furnished Room $850,https://sfbay.craigslist.org/scz/roo/d/watsonville-furnished-room-850/6940153418.html,2019-08-18,07:34,$850,watsonville,True,False,None,None,None
California,sfbay,scz,sublets & temporary,6953019455,4793256561,Large Furnished Vacation Studio- Utilities & WiFi Included,https://sfbay.craigslist.org/scz/sub/d/aptos-large-furnished-vacation-studio/6953019455.html,2019-08-24,09:01,$850,aptos,True,False,None,None,500ft2
California,sfbay,scz,sublets & temporary,6960092277,None,Small Downtown Furnished Room - Fall Quarter,https://sfbay.craigslist.org/scz/sub/d/santa-cruz-small-downtown-furnished/6960092277.html,2019-08-23,22:13,$750,santa cruz,True,False,None,None,None
California,sfbay,scz,sublets & temporary,6940154353,6848224654,Furnished Room $850,https://sfbay.craigslist.org/scz/sub/d/watsonville-furnished-room-850/6940154353.html,2019-08-18,07:33,$850,watsonville,True,False,None,None,None
