Area,CL District,CL Region,CL State,Date Posted,Housing Category,Location,Price,Time Posted,Title,URL,Num Time,Title Key
None,eby,sfbay,California,8/31/19,rooms & shares,san leandro,750.0,21:49,"Quiet, Clean Private Furnished Room Offered",https://sfbay.craigslist.org/eby/roo/d/san-leandro-quiet-clean-private/6969020976.html,,
None,eby,sfbay,California,9/7/19,rooms & shares,oakland lake merritt / grand,750.0,2:07,Lake Merritt Two Bedroom,https://sfbay.craigslist.org/eby/roo/d/oakland-lake-merritt-two-bedroom/6973281253.html,,
86ft2,sfc,sfbay,California,9/6/19,rooms & shares,richmond / seacliff,830.0,22:15,Room available three blocks from GG Park!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-room-available-three/6973253404.html,,
500ft2,eby,sfbay,California,9/6/19,sublets & temporary,oakland north / temescal,800.0,20:59,"2week sublet in Oakland/Temescal! Quiet neighborhood, very walkable",https://sfbay.craigslist.org/eby/sub/d/oakland-2week-sublet-in-oakland/6973235927.html,,
None,eby,sfbay,California,9/6/19,rooms & shares,Oakland,725.0,20:58,Spacious Room in Beautiful East Oakland House,https://sfbay.craigslist.org/eby/roo/d/oakland-spacious-room-in-beautiful-east/6973235749.html,,
950ft2,eby,sfbay,California,9/6/19,rooms & shares,oakland hills / mills,700.0,20:51,Laurel district room in 2bd apt + help w dog (:,https://sfbay.craigslist.org/eby/roo/d/oakland-laurel-district-room-in-2bd-apt/6973233744.html,,
None,eby,sfbay,California,9/6/19,sublets & temporary,berkeley,650.0,13:57,loft bedroom in family home,https://sfbay.craigslist.org/eby/sub/d/berkeley-loft-bedroom-in-family-home/6973004433.html,,
100ft2,eby,sfbay,California,9/6/19,rooms & shares,oakland west,685.0,9:18,Room above liquor store in 4bdrm/1ba flat. Temp>perm. 0% exploitation,https://sfbay.craigslist.org/eby/roo/d/oakland-room-above-liquor-store-in/6972741872.html,,
288ft2,eby,sfbay,California,9/5/19,rooms & shares,oakland downtown,500.0,18:01,Short term Room for Rent in Bohemian Artist Loft close to everything.,https://sfbay.craigslist.org/eby/roo/d/oakland-short-term-room-for-rent-in/6972407286.html,,
135ft2,eby,sfbay,California,9/5/19,rooms & shares,berkeley,770.0,17:50,CHARMING SUNNY ROOM FOR RENT IN BERKELEY WOMEN'S HOME,https://sfbay.craigslist.org/eby/roo/d/berkeley-charming-sunny-room-for-rent/6972400618.html,,
None,eby,sfbay,California,9/4/19,rooms & shares,oakland east,700.0,13:12,SINGLE ROOM AVAILABLE (Female Preferred),https://sfbay.craigslist.org/eby/roo/d/oakland-single-room-available-female/6971464274.html,,
None,eby,sfbay,California,9/4/19,rooms & shares,richmond / point / annex,785.0,5:15,Single Room Near El Cerrito Del Norte Bart Available Now!,https://sfbay.craigslist.org/eby/roo/d/richmond-single-room-near-el-cerrito/6971062592.html,,
None,eby,sfbay,California,9/3/19,rooms & shares,oakland downtown,700.0,17:40,$700 room available for immediate move in.,https://sfbay.craigslist.org/eby/roo/d/oakland-700-room-available-for/6970897267.html,,
None,eby,sfbay,California,9/1/19,rooms & shares,berkeley,695.0,9:06,"Walk to Bart, bike to UC, share a charming flat with UC students",https://sfbay.craigslist.org/eby/roo/d/berkeley-walk-to-bart-bike-to-uc-share/6969184392.html,,
None,eby,sfbay,California,8/29/19,sublets & temporary,oakland west,800.0,15:28,Furnished West Oakland 1 bdrm sublet,https://sfbay.craigslist.org/eby/sub/d/oakland-furnished-west-oakland-1-bdrm/6967521381.html,,
None,eby,sfbay,California,8/28/19,rooms & shares,oakland east,650.0,19:59,CO-HOUSING In the Fruitvale. Big Community Place. Private room!,https://sfbay.craigslist.org/eby/roo/d/oakland-co-housing-in-the-fruitvale-big/6947490297.html,,
None,eby,sfbay,California,8/28/19,rooms & shares,oakland east,750.0,13:10,Private rooms for rent San Antonio Park,https://sfbay.craigslist.org/eby/roo/d/oakland-private-rooms-for-rent-san/6963780298.html,,
96ft2,eby,sfbay,California,8/26/19,rooms & shares,Allendale neighborhood Oakland,700.0,20:34,Room for rent $700 p/m,https://sfbay.craigslist.org/eby/roo/d/oakland-room-for-rent-700-m/6962489348.html,,
None,sfc,sfbay,California,8/26/19,rooms & shares,inner richmond,830.0,17:33,Private room with chill housemates,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-room-with-chill/6965405298.html,,
90ft2,eby,sfbay,California,8/24/19,rooms & shares,albany / el cerrito,650.0,9:28,$650 1 Bd In A 3 Br Beautiful House Include Utility &  Wifi,https://sfbay.craigslist.org/eby/roo/d/el-cerrito-bd-in-3-br-beautiful-house/6963698615.html,,
166ft2,sfc,sfbay,California,8/22/19,rooms & shares,richmond / seacliff,900.0,12:58,Seeking 1 Female housemate (Private Bedroom All utilities included),https://sfbay.craigslist.org/sfc/roo/d/san-francisco-seeking-1-female/6962431550.html,,
None,eby,sfbay,California,9/2/19,rooms & shares,oakland lake merritt / grand,550.0,0:33,★ ★ ★ Private Room/ $550 a month ★ ★ ★,https://sfbay.craigslist.org/eby/roo/d/oakland-private-room-550-month/6969584946.html,,
None,eby,sfbay,California,9/1/19,rooms & shares,oakland east,720.0,20:21,Come live with us!,https://sfbay.craigslist.org/eby/roo/d/oakland-come-live-with-us/6969545054.html,,
None,eby,sfbay,California,9/5/19,sublets & temporary,berkeley,650.0,6:41,Tastefully Beatuful 1 Bedroom 1 Bath Apartment - W/D ensuite,https://sfbay.craigslist.org/eby/sub/d/berkeley-tastefully-beatuful-1-bedroom/6971824561.html,,
None,sfc,sfbay,California,9/4/19,rooms & shares,inner richmond,850.0,22:04,Cozy room available Oct. 1 in Inner Richmond!,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-cozy-room-available-oct-1/6970062207.html,,
None,eby,sfbay,California,9/4/19,rooms & shares,oakland east,660.0,19:05,"BIG upstairs room, attached full bath, shared kitchen",https://sfbay.craigslist.org/eby/roo/d/oakland-big-upstairs-room-attached-full/6971697615.html,,
133ft2,eby,sfbay,California,9/4/19,rooms & shares,richmond / point / annex,750.0,12:21,"$750 Richmond, Bart, 580 Fwy, Ferry, 5 Minute Bart,5 min 580",https://sfbay.craigslist.org/eby/roo/d/richmond-750-richmond-bart-580-fwy/6971419670.html,,
70ft2,eby,sfbay,California,9/4/19,rooms & shares,oakland west,550.0,11:12,Commuter Roomate Wanted For West Oakland Loft,https://sfbay.craigslist.org/eby/roo/d/oakland-commuter-roomate-wanted-for/6971351968.html,,
None,eby,sfbay,California,9/4/19,rooms & shares,oakland east,750.0,8:53,Quiet Room w Mountain Views - Utilities Included!,https://sfbay.craigslist.org/eby/roo/d/oakland-quiet-room-mountain-views/6967593312.html,,
None,eby,sfbay,California,9/4/19,rooms & shares,richmond / point / annex,785.0,5:15,Single Room Near El Cerrito Del Norte Bart Available Now!,https://sfbay.craigslist.org/eby/roo/d/richmond-single-room-near-el-cerrito/6971062592.html,,
None,eby,sfbay,California,9/4/19,rooms & shares,albany / el cerrito,720.0,0:07,Lovely Home Looking For New Roommate,https://sfbay.craigslist.org/eby/roo/d/el-cerrito-lovely-home-looking-for-new/6971018023.html,,
200ft2,eby,sfbay,California,9/3/19,rooms & shares,richmond / point / annex,750.0,20:01,One bedroom and one bath( 2 sets for rent ),https://sfbay.craigslist.org/eby/roo/d/san-pablo-one-bedroom-and-one-bath-2/6970963068.html,,
None,eby,sfbay,California,9/3/19,rooms & shares,oakland east,750.0,19:30,1 bedroom $750/month,https://sfbay.craigslist.org/eby/roo/d/oakland-1-bedroom-750-month/6970908760.html,,
None,eby,sfbay,California,9/3/19,rooms & shares,oakland downtown,700.0,17:40,$700 room available for immediate move in.,https://sfbay.craigslist.org/eby/roo/d/oakland-700-room-available-for/6970897267.html,,
None,eby,sfbay,California,9/3/19,rooms & shares,richmond / point / annex,750.0,17:52,SE RENTA CUARTO,https://sfbay.craigslist.org/eby/roo/d/richmond-se-renta-cuarto/6970903974.html,,
None,eby,sfbay,California,9/3/19,rooms & shares,berkeley,695.0,16:41,Room available in shared apartment,https://sfbay.craigslist.org/eby/roo/d/berkeley-room-available-in-shared/6970862588.html,,
None,eby,sfbay,California,9/3/19,sublets & temporary,berkeley,800.0,11:13,Room in North Berkeley Craftsman - September 10-30 sublet,https://sfbay.craigslist.org/eby/sub/d/berkeley-room-in-north-berkeley/6970591797.html,,
200ft2,eby,sfbay,California,9/3/19,rooms & shares,oakland hills / mills,750.0,11:24,"Sublet, Now thru 10/15, Furnished Master Bedroom in Women-shared Home",https://sfbay.craigslist.org/eby/roo/d/oakland-sublet-now-thru-furnished/6967881452.html,,
None,eby,sfbay,California,9/3/19,sublets & temporary,oakland rockridge / claremont,600.0,0:38,September only,https://sfbay.craigslist.org/eby/sub/d/oakland-september-only/6970252922.html,,
None,eby,sfbay,California,9/2/19,rooms & shares,oakland north / temescal,610.0,22:50,Private Small Room Tight Budget,https://sfbay.craigslist.org/eby/roo/d/emeryville-private-small-room-tight/6970233195.html,,
None,eby,sfbay,California,9/2/19,rooms & shares,oakland lake merritt / grand,750.0,22:10,spacious eastlake sublet,https://sfbay.craigslist.org/eby/roo/d/oakland-spacious-eastlake-sublet/6970232980.html,,
72ft2,eby,sfbay,California,9/2/19,sublets & temporary,albany / el cerrito,650.0,8:07,"Quiet room, 10 min EC BART, avail Sept 1",https://sfbay.craigslist.org/eby/sub/d/el-cerrito-quiet-room-10-min-ec-bart/6969716133.html,,
72ft2,eby,sfbay,California,9/2/19,rooms & shares,albany / el cerrito,650.0,8:05,"Quiet single, 10 min EC BART, avail Sept 1",https://sfbay.craigslist.org/eby/roo/d/el-cerrito-quiet-single-10-min-ec-bart/6969714148.html,,
None,eby,sfbay,California,9/2/19,rooms & shares,oakland north / temescal,680.0,1:50,North Oakland Community Home + Food & Utilities included,https://sfbay.craigslist.org/eby/roo/d/emeryville-north-oakland-community-home/6969595546.html,,
170ft2,eby,sfbay,California,9/1/19,rooms & shares,berkeley,600.0,11:03,Furnished Room for Male UCB Student,https://sfbay.craigslist.org/eby/roo/d/furnished-room-for-male-ucb-student/6969263255.html,,
None,eby,sfbay,California,9/1/19,rooms & shares,berkeley,695.0,9:06,"Walk to Bart, bike to UC, share a charming flat with UC students",https://sfbay.craigslist.org/eby/roo/d/berkeley-walk-to-bart-bike-to-uc-share/6969184392.html,,
130ft2,eby,sfbay,California,8/31/19,rooms & shares,oakland west,775.0,17:51,$775 / 130ft2 - Room with sleeping/storage loft available at ABCO Arts,https://sfbay.craigslist.org/eby/roo/d/emeryville-ft2-room-with-sleeping/6968953290.html,,
850ft2,eby,sfbay,California,8/29/19,sublets & temporary,oakland west,750.0,12:00,Sublet Offered - Private Room - 1 Month - 9/15-10/15 (flexible dates),https://sfbay.craigslist.org/eby/sub/d/oakland-sublet-offered-private-room-1/6967359507.html,,
None,eby,sfbay,California,8/29/19,rooms & shares,oakland east,550.0,10:40,Small Commuter Room by BART & Freeway,https://sfbay.craigslist.org/eby/roo/d/oakland-small-commuter-room-by-bart/6967288258.html,,
None,eby,sfbay,California,8/29/19,rooms & shares,berkeley,795.0,10:20,Large room in very quiet two bedroom apt (Channing & Shattuck),https://sfbay.craigslist.org/eby/roo/d/berkeley-large-room-in-very-quiet-two/6967269606.html,,
None,eby,sfbay,California,8/28/19,rooms & shares,oakland east,660.0,20:09,HUGE upstairs room wi/ private bath- overnights OK!,https://sfbay.craigslist.org/eby/roo/d/oakland-huge-upstairs-room-wi-private/6966957014.html,,
150ft2,eby,sfbay,California,8/28/19,rooms & shares,berkeley,700.0,20:50,Sunny bedroom in designer home,https://sfbay.craigslist.org/eby/roo/d/berkeley-sunny-bedroom-in-designer-home/6966969775.html,,
None,eby,sfbay,California,8/28/19,rooms & shares,richmond / point / annex,700.0,19:18,Spacious Room in Garage available 9/1,https://sfbay.craigslist.org/eby/roo/d/san-pablo-spacious-room-in-garage/6966937678.html,,
400ft2,eby,sfbay,California,8/28/19,rooms & shares,oakland east,700.0,18:50,Se renta habitacion,https://sfbay.craigslist.org/eby/roo/d/oakland-se-renta-habitacion/6964078030.html,,
400ft2,eby,sfbay,California,8/28/19,rooms & shares,oakland east,700.0,18:50,"Sunny, nice and Warm = $700",https://sfbay.craigslist.org/eby/roo/d/sunny-nice-and-warm-700/6964078198.html,,
None,eby,sfbay,California,8/28/19,rooms & shares,oakland hills / mills,795.0,18:10,nice upstairs room with a view,https://sfbay.craigslist.org/eby/roo/d/oakland-nice-upstairs-room-with-view/6955753256.html,,
None,eby,sfbay,California,8/28/19,rooms & shares,richmond / point / annex,720.0,14:45,Room for rent,https://sfbay.craigslist.org/eby/roo/d/richmond-room-for-rent/6966784808.html,,
None,eby,sfbay,California,8/28/19,rooms & shares,richmond / point / annex,730.0,10:40,Cuarto en renta,https://sfbay.craigslist.org/eby/roo/d/richmond-cuarto-en-renta/6966575493.html,,
None,eby,sfbay,California,8/27/19,rooms & shares,berkeley,540.0,12:05,Beautiful house with Nice Size Room.All Utilities Paid,https://sfbay.craigslist.org/eby/roo/d/berkeley-beautiful-house-with-nice-size/6965813701.html,,
290ft2,eby,sfbay,California,8/27/19,rooms & shares,richmond / point / annex,690.0,12:38,690 UNFURNISHED ROOM! YOU CANT BEAT THAT! AVAILABLE NOW!!!,https://sfbay.craigslist.org/eby/roo/d/richmond-690-unfurnished-room-you-cant/6962674667.html,,
None,eby,sfbay,California,8/26/19,rooms & shares,oakland west,671.0,20:07,Room available in 5 bedroom West Oakland duplex,https://sfbay.craigslist.org/eby/roo/d/oakland-room-available-in-5-bedroom/6965482433.html,,
None,eby,sfbay,California,8/25/19,rooms & shares,richmond / point / annex,650.0,16:08,$650 cheap room for rent便宜房间,https://sfbay.craigslist.org/eby/roo/d/richmond-650-cheap-room-for-rent/6964596844.html,,
None,eby,sfbay,California,8/25/19,rooms & shares,berkeley,750.0,12:08,Room available in cute apartment near Ashby Bart,https://sfbay.craigslist.org/eby/roo/d/berkeley-room-available-in-cute/6964438585.html,,
144ft2,eby,sfbay,California,8/24/19,rooms & shares,oakland east,790.0,19:27,Near Lake Merritt/East OAKLAND (utilities included),https://sfbay.craigslist.org/eby/roo/d/oakland-near-lake-merritt-east-oakland/6964096534.html,,
144ft2,eby,sfbay,California,8/24/19,rooms & shares,oakland east,790.0,18:59,$790 / 140ft2 - ROOM FOR RENT/UTILITIES INCLUDED Near Lake Merritt,https://sfbay.craigslist.org/eby/roo/d/oakland-ft2-room-for-rent-utilities/6960812128.html,,
None,eby,sfbay,California,8/24/19,rooms & shares,richmond / point / annex,650.0,15:05,$650 cheap and quite room 便宜宁静,https://sfbay.craigslist.org/eby/roo/d/richmond-650-cheap-and-quite-room/6959899474.html,,
110ft2,eby,sfbay,California,8/24/19,rooms & shares,oakland east,725.0,0:25,Furnished room  - close to coliseum bart !,https://sfbay.craigslist.org/eby/roo/d/oakland-furnished-room-close-to/6963485356.html,,
90ft2,sfc,sfbay,California,8/23/19,rooms & shares,richmond / seacliff,802.0,14:08,Two Rooms available on September 9th,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-two-rooms-available-on/6963226351.html,,
None,eby,sfbay,California,8/23/19,rooms & shares,oakland hills / mills,775.0,10:09,Your Own Four Walls -  Tiny House - 2 Rooms - See Photos!,https://sfbay.craigslist.org/eby/roo/d/oakland-your-own-four-walls-tiny-house/6942459759.html,,
None,eby,sfbay,California,8/23/19,sublets & temporary,berkeley,550.0,8:33,Private Room available part time on a Sailboat Yacht,https://sfbay.craigslist.org/eby/sub/d/berkeley-private-room-available-part/6954692501.html,,
None,eby,sfbay,California,8/22/19,rooms & shares,oakland west,640.0,18:03,West Oakland Queer House Sept 1st,https://sfbay.craigslist.org/eby/roo/d/oakland-west-oakland-queer-house-sept/6962636897.html,,
None,eby,sfbay,California,8/22/19,sublets & temporary,oakland hills / mills,700.0,16:42,Lovely private room in beautiful mountainside home in Oakland Hills,https://sfbay.craigslist.org/eby/sub/d/canyon-lovely-private-room-in-beautiful/6962594096.html,,
None,eby,sfbay,California,8/22/19,sublets & temporary,berkeley,560.0,15:54,Aug-Sept: In-Law / Private One-Bedroom in Large Beautiful Home,https://sfbay.craigslist.org/eby/sub/d/berkeley-aug-sept-in-law-private-one/6962564447.html,,
None,eby,sfbay,California,8/29/19,sublets & temporary,oakland west,800.0,15:28,Furnished West Oakland 1 bdrm sublet,https://sfbay.craigslist.org/eby/sub/d/oakland-furnished-west-oakland-1-bdrm/6967521381.html,15.0,Furnished West Oakland 1 bdrm sublet _ oakland west
850ft2,eby,sfbay,California,8/29/19,sublets & temporary,oakland west,750.0,12:00,Sublet Offered - Private Room - 1 Month - 9/15-10/15 (flexible dates),https://sfbay.craigslist.org/eby/sub/d/oakland-sublet-offered-private-room-1/6967359507.html,12.0,Sublet Offered - Private Room - 1 Month - 9/15-10/15 (flexible dates) _ oakland west
None,eby,sfbay,California,8/29/19,rooms & shares,oakland east,550.0,12:44,(*.*) rooms and shares 2 phong cho thue,https://sfbay.craigslist.org/eby/roo/d/rooms-and-shares-2-phong-cho-thue/6962008594.html,12.0,(*.*) rooms and shares 2 phong cho thue _ oakland east
None,eby,sfbay,California,8/29/19,rooms & shares,oakland east,550.0,10:40,Small Commuter Room by BART & Freeway,https://sfbay.craigslist.org/eby/roo/d/oakland-small-commuter-room-by-bart/6967288258.html,10.0,Small Commuter Room by BART & Freeway _ oakland east
None,eby,sfbay,California,8/29/19,rooms & shares,berkeley,550.0,10:58,Tastefully Beatuful 1 Bedroom 1 Bath in a 2bd Apartment - W/D ensuite,https://sfbay.craigslist.org/eby/roo/d/berkeley-tastefully-beatuful-1-bedroom/6967197484.html,10.0,Tastefully Beatuful 1 Bedroom 1 Bath in a 2bd Apartment - W/D ensuite _ berkeley
None,eby,sfbay,California,8/29/19,rooms & shares,berkeley,795.0,10:20,Large room in very quiet two bedroom apt (Channing & Shattuck),https://sfbay.craigslist.org/eby/roo/d/berkeley-large-room-in-very-quiet-two/6967269606.html,10.0,Large room in very quiet two bedroom apt (Channing & Shattuck) _ berkeley
None,eby,sfbay,California,8/29/19,rooms & shares,richmond / point / annex,760.0,8:41,SUNNY BIG ROOM FOR RENT OCT 1,https://sfbay.craigslist.org/eby/roo/d/richmond-sunny-big-room-for-rent-oct-1/6959525891.html,8.0,SUNNY BIG ROOM FOR RENT OCT 1 _ richmond / point / annex
None,eby,sfbay,California,8/29/19,rooms & shares,oakland east,750.0,7:58,Mature working FM wanted for quiet room,https://sfbay.craigslist.org/eby/roo/d/oakland-mature-working-fm-wanted-for/6960771061.html,7.0,Mature working FM wanted for quiet room _ oakland east
None,eby,sfbay,California,8/29/19,rooms & shares,oakland hills / mills,720.0,6:23,Come live with us!,https://sfbay.craigslist.org/eby/roo/d/oakland-come-live-with-us/6967079555.html,6.0,Come live with us! _ oakland hills / mills
None,eby,sfbay,California,8/28/19,rooms & shares,oakland east,660.0,20:09,HUGE upstairs room wi/ private bath- overnights OK!,https://sfbay.craigslist.org/eby/roo/d/oakland-huge-upstairs-room-wi-private/6966957014.html,20.0,HUGE upstairs room wi/ private bath- overnights OK! _ oakland east
150ft2,eby,sfbay,California,8/28/19,rooms & shares,berkeley,700.0,20:50,Sunny bedroom in designer home,https://sfbay.craigslist.org/eby/roo/d/berkeley-sunny-bedroom-in-designer-home/6966969775.html,20.0,Sunny bedroom in designer home _ berkeley
None,eby,sfbay,California,8/28/19,rooms & shares,oakland east,650.0,19:59,CO-HOUSING In the Fruitvale. Big Community Place. Private room!,https://sfbay.craigslist.org/eby/roo/d/oakland-co-housing-in-the-fruitvale-big/6947490297.html,19.0,CO-HOUSING In the Fruitvale. Big Community Place. Private room! _ oakland east
None,eby,sfbay,California,8/28/19,rooms & shares,richmond / point / annex,700.0,19:18,Spacious Room in Garage available 9/1,https://sfbay.craigslist.org/eby/roo/d/san-pablo-spacious-room-in-garage/6966937678.html,19.0,Spacious Room in Garage available 9/1 _ richmond / point / annex
400ft2,eby,sfbay,California,8/28/19,rooms & shares,oakland east,700.0,18:50,Se renta habitacion,https://sfbay.craigslist.org/eby/roo/d/oakland-se-renta-habitacion/6964078030.html,18.0,Se renta habitacion _ oakland east
400ft2,eby,sfbay,California,8/28/19,rooms & shares,oakland east,700.0,18:50,"Sunny, nice and Warm = $700",https://sfbay.craigslist.org/eby/roo/d/sunny-nice-and-warm-700/6964078198.html,18.0,"Sunny, nice and Warm = $700 _ oakland east"
None,eby,sfbay,California,8/28/19,rooms & shares,oakland hills / mills,795.0,18:10,nice upstairs room with a view,https://sfbay.craigslist.org/eby/roo/d/oakland-nice-upstairs-room-with-view/6955753256.html,18.0,nice upstairs room with a view _ oakland hills / mills
120ft2,eby,sfbay,California,8/28/19,rooms & shares,oakland east,750.0,17:02,Backyard Room For Rent,https://sfbay.craigslist.org/eby/roo/d/oakland-backyard-room-for-rent/6954177052.html,17.0,Backyard Room For Rent _ oakland east
None,eby,sfbay,California,8/28/19,rooms & shares,richmond / point / annex,720.0,14:45,Room for rent,https://sfbay.craigslist.org/eby/roo/d/richmond-room-for-rent/6966784808.html,14.0,Room for rent _ richmond / point / annex
None,eby,sfbay,California,8/28/19,rooms & shares,oakland east,750.0,13:10,Private rooms for rent San Antonio Park,https://sfbay.craigslist.org/eby/roo/d/oakland-private-rooms-for-rent-san/6963780298.html,13.0,Private rooms for rent San Antonio Park _ oakland east
125ft2,sfc,sfbay,California,8/28/19,rooms & shares,inner richmond,890.0,13:51,Private medium size room w/parking available now,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-medium-size-room/6964619109.html,13.0,Private medium size room w/parking available now _ inner richmond
None,eby,sfbay,California,8/28/19,rooms & shares,richmond / point / annex,730.0,10:40,Cuarto en renta,https://sfbay.craigslist.org/eby/roo/d/richmond-cuarto-en-renta/6966575493.html,10.0,Cuarto en renta _ richmond / point / annex
110ft2,eby,sfbay,California,8/28/19,rooms & shares,richmond / point / annex,650.0,9:28,Sunny and Quiet Room - Furnished; Light Kitchen Use  - See it Soon.,https://sfbay.craigslist.org/eby/roo/d/san-pablo-sunny-and-quiet-room/6952056334.html,9.0,Sunny and Quiet Room - Furnished; Light Kitchen Use  - See it Soon. _ richmond / point / annex
1000ft2,eby,sfbay,California,8/28/19,rooms & shares,oakland north / temescal,775.0,7:05,Occupy my Living Room,https://sfbay.craigslist.org/eby/roo/d/oakland-occupy-my-living-room/6963605213.html,7.0,Occupy my Living Room _ oakland north / temescal
72ft2,eby,sfbay,California,8/27/19,sublets & temporary,albany / el cerrito,750.0,13:24,"Single room, 10 min EC BART, avail Sept 1",https://sfbay.craigslist.org/eby/sub/d/el-cerrito-single-room-10-min-ec-bart/6962281576.html,13.0,"Single room, 10 min EC BART, avail Sept 1 _ albany / el cerrito"
72ft2,eby,sfbay,California,8/27/19,rooms & shares,albany / el cerrito,750.0,13:23,"Quiet, nicely furnished single10 min Plaza BART, available Sept 2019",https://sfbay.craigslist.org/eby/roo/d/el-cerrito-quiet-nicely-furnished/6962285410.html,13.0,"Quiet, nicely furnished single10 min Plaza BART, available Sept 2019 _ albany / el cerrito"
None,eby,sfbay,California,8/27/19,rooms & shares,berkeley,540.0,12:05,Beautiful house with Nice Size Room.All Utilities Paid,https://sfbay.craigslist.org/eby/roo/d/berkeley-beautiful-house-with-nice-size/6965813701.html,12.0,Beautiful house with Nice Size Room.All Utilities Paid _ berkeley
290ft2,eby,sfbay,California,8/27/19,rooms & shares,richmond / point / annex,690.0,12:38,690 UNFURNISHED ROOM! YOU CANT BEAT THAT! AVAILABLE NOW!!!,https://sfbay.craigslist.org/eby/roo/d/richmond-690-unfurnished-room-you-cant/6962674667.html,12.0,690 UNFURNISHED ROOM! YOU CANT BEAT THAT! AVAILABLE NOW!!! _ richmond / point / annex
96ft2,eby,sfbay,California,8/26/19,rooms & shares,Allendale neighborhood Oakland,700.0,20:34,Room for rent $700 p/m,https://sfbay.craigslist.org/eby/roo/d/oakland-room-for-rent-700-m/6962489348.html,20.0,Room for rent $700 p/m _ Allendale neighborhood Oakland
None,eby,sfbay,California,8/26/19,rooms & shares,oakland west,671.0,20:07,Room available in 5 bedroom West Oakland duplex,https://sfbay.craigslist.org/eby/roo/d/oakland-room-available-in-5-bedroom/6965482433.html,20.0,Room available in 5 bedroom West Oakland duplex _ oakland west
None,sfc,sfbay,California,8/26/19,rooms & shares,inner richmond,830.0,17:33,Private room with chill housemates,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-private-room-with-chill/6965405298.html,17.0,Private room with chill housemates _ inner richmond
None,eby,sfbay,California,8/25/19,rooms & shares,richmond / point / annex,650.0,16:08,$650 cheap room for rent便宜房间,https://sfbay.craigslist.org/eby/roo/d/richmond-650-cheap-room-for-rent/6964596844.html,16.0,$650 cheap room for rent便宜房间 _ richmond / point / annex
None,eby,sfbay,California,8/25/19,rooms & shares,berkeley,750.0,12:08,Room available in cute apartment near Ashby Bart,https://sfbay.craigslist.org/eby/roo/d/berkeley-room-available-in-cute/6964438585.html,12.0,Room available in cute apartment near Ashby Bart _ berkeley
144ft2,eby,sfbay,California,8/24/19,rooms & shares,oakland east,790.0,19:27,Near Lake Merritt/East OAKLAND (utilities included),https://sfbay.craigslist.org/eby/roo/d/oakland-near-lake-merritt-east-oakland/6964096534.html,19.0,Near Lake Merritt/East OAKLAND (utilities included) _ oakland east
144ft2,eby,sfbay,California,8/24/19,rooms & shares,oakland east,790.0,18:59,$790 / 140ft2 - ROOM FOR RENT/UTILITIES INCLUDED Near Lake Merritt,https://sfbay.craigslist.org/eby/roo/d/oakland-ft2-room-for-rent-utilities/6960812128.html,18.0,$790 / 140ft2 - ROOM FOR RENT/UTILITIES INCLUDED Near Lake Merritt _ oakland east
None,eby,sfbay,California,8/24/19,rooms & shares,richmond / point / annex,650.0,15:05,$650 cheap and quite room 便宜宁静,https://sfbay.craigslist.org/eby/roo/d/richmond-650-cheap-and-quite-room/6959899474.html,15.0,$650 cheap and quite room 便宜宁静 _ richmond / point / annex
90ft2,eby,sfbay,California,8/24/19,rooms & shares,albany / el cerrito,650.0,9:28,$650 1 Bd In A 3 Br Beautiful House Include Utility &  Wifi,https://sfbay.craigslist.org/eby/roo/d/el-cerrito-bd-in-3-br-beautiful-house/6963698615.html,9.0,$650 1 Bd In A 3 Br Beautiful House Include Utility &  Wifi _ albany / el cerrito
110ft2,eby,sfbay,California,8/24/19,rooms & shares,oakland east,725.0,0:25,Furnished room  - close to coliseum bart !,https://sfbay.craigslist.org/eby/roo/d/oakland-furnished-room-close-to/6963485356.html,0.0,Furnished room  - close to coliseum bart ! _ oakland east
90ft2,sfc,sfbay,California,8/23/19,rooms & shares,richmond / seacliff,802.0,14:08,Two Rooms available on September 9th,https://sfbay.craigslist.org/sfc/roo/d/san-francisco-two-rooms-available-on/6963226351.html,14.0,Two Rooms available on September 9th _ richmond / seacliff
None,eby,sfbay,California,8/23/19,rooms & shares,oakland hills / mills,775.0,10:09,Your Own Four Walls -  Tiny House - 2 Rooms - See Photos!,https://sfbay.craigslist.org/eby/roo/d/oakland-your-own-four-walls-tiny-house/6942459759.html,10.0,Your Own Four Walls -  Tiny House - 2 Rooms - See Photos! _ oakland hills / mills
None,eby,sfbay,California,8/23/19,sublets & temporary,berkeley,550.0,8:33,Private Room available part time on a Sailboat Yacht,https://sfbay.craigslist.org/eby/sub/d/berkeley-private-room-available-part/6954692501.html,8.0,Private Room available part time on a Sailboat Yacht _ berkeley
None,eby,sfbay,California,8/22/19,rooms & shares,oakland west,640.0,18:03,West Oakland Queer House Sept 1st,https://sfbay.craigslist.org/eby/roo/d/oakland-west-oakland-queer-house-sept/6962636897.html,18.0,West Oakland Queer House Sept 1st _ oakland west
