State or Country,Region,Subregion,Housing Category,Post ID,Repost of (Post ID),Title,URL,Date Posted,Time Posted,Price,Location,Post has Image,Post has Geotag,Bedrooms,Area
california,sfbay,pen,apts & housing for rent,7161110673,None,"*MOVE-IN SPECIALS AVAILABLE*Close to Shopping, Restaurants, Stanford",https://sfbay.craigslist.org/pen/apa/d/menlo-park-move-in-specials/7161110673.html,2020-07-17,12:27,$2995,menlo park,True,None,None,805ft2
california,sfbay,pen,apts & housing for rent,7161112402,None,** MOVE-IN SPECIALS AVAILABLE ** - Menlo Park - The Pines Apts,https://sfbay.craigslist.org/pen/apa/d/menlo-park-move-in-specials-available/7161112402.html,2020-07-17,12:27,$2495,menlo park,True,None,None,510ft2
california,sfbay,pen,apts & housing for rent,7161113954,None,REMODELED 1 BEDROOM NEAR STANFORD$1500 OFF THE FIRST MONTHS RENT,https://sfbay.craigslist.org/pen/apa/d/menlo-park-remodeled-1-bedroom-near/7161113954.html,2020-07-17,12:21,$2695,menlo park,True,None,None,510ft2
california,sfbay,pen,apts & housing for rent,7161115920,None,MOVE-IN SPECIALS AVAILABLE ** - Menlo Park - Laurel Court Apts,https://sfbay.craigslist.org/pen/apa/d/menlo-park-move-in-specials-available/7161115920.html,2020-07-17,12:23,$2795,menlo park,True,None,1,680ft2
california,sfbay,pen,apts & housing for rent,7161153254,7011050495,Lovely 1 bedroom! Downtown Menlo Park $1000 off 1st month,https://sfbay.craigslist.org/pen/apa/d/menlo-park-lovely-1-bedroom-downtown/7161153254.html,2020-07-17,13:16,$2295,menlo park,True,None,1,625ft2
california,sfbay,pen,apts & housing for rent,7161496256,None,Move in now -don’t pay! 1 bedroom apt- close to Stanford!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-move-in-now-dont-pay-1/7161496256.html,2020-07-18,07:56,$2300,Menlo park,True,None,1,600ft2
california,sfbay,pen,apts & housing for rent,7162002340,None,~~!! Fully Updated Top Floor Unit Close to Stanford University~~!!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-fully-updated-top-floor-unit/7162002340.html,2020-07-19,05:57,$1122,"675 Monte Rosa Dr Menlo Park, CA",True,None,1,None
california,sfbay,pen,apts & housing for rent,7162195746,7011050495,Great Location Downtown Menlo Park - $1000 bonus!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-great-location-downtown/7162195746.html,2020-07-19,11:27,$2295,menlo park,True,None,1,650ft2
california,sfbay,pen,apts & housing for rent,7162315751,7011050495,Cute 1 bedroom Right Downtown Menlo Park,https://sfbay.craigslist.org/pen/apa/d/menlo-park-cute-1-bedroom-right/7162315751.html,2020-07-19,14:43,$2375,menlo park,True,None,1,550ft2
california,sfbay,pen,apts & housing for rent,7162318888,7074899922,"Great 2 bedroom for rent , Next to Cal Train Menlo Park",https://sfbay.craigslist.org/pen/apa/d/menlo-park-great-2-bedroom-for-rent/7162318888.html,2020-07-19,14:49,$2925,menlo park,True,None,2,900ft2
california,sfbay,pen,apts & housing for rent,7161210492,6850470213,"Private Garden Retreat, Bay Laurel Dr/Includes Utilities",https://sfbay.craigslist.org/pen/apa/d/menlo-park-private-garden-retreat-bay/7161210492.html,2020-07-17,14:45,$6000,menlo park,True,None,3,1800ft2
california,sfbay,pen,apts & housing for rent,7158790351,4666327450,"Quiet cottage-like unit, 1bed/1bath, in triplex",https://sfbay.craigslist.org/pen/apa/d/menlo-park-quiet-cottage-like-unit-1bed/7158790351.html,2020-07-16,12:15,$2500,menlo park,True,None,1,500ft2
california,sfbay,pen,apts & housing for rent,7160401246,6992124277,One bedroom Unfurnished Apartment 12 month lease,https://sfbay.craigslist.org/pen/apa/d/stanford-one-bedroom-unfurnished/7160401246.html,2020-07-16,10:00,$2795,palo alto,True,None,1,740ft2
california,sfbay,pen,apts & housing for rent,7160971039,6992124277,One bedroom Unfurnished Apartment 12 month lease,https://sfbay.craigslist.org/pen/apa/d/stanford-one-bedroom-unfurnished/7160971039.html,2020-07-17,09:14,$2995,palo alto,True,None,1,820ft2
california,sfbay,pen,apts & housing for rent,7160976236,6992124277,Two bedroom Unfurnished Apartment,https://sfbay.craigslist.org/pen/apa/d/stanford-two-bedroom-unfurnished/7160976236.html,2020-07-17,09:21,$4495,palo alto,True,None,1,1334ft2
california,sfbay,pen,apts & housing for rent,7161380750,None,Dream home with in-law unit and pool!,https://sfbay.craigslist.org/pen/apa/d/atherton-dream-home-with-in-law-unit/7161380750.html,2020-07-17,21:40,$9500,menlo park,True,None,4,3219ft2
california,sfbay,pen,apts & housing for rent,7158789495,4016284678,"Tranquil, 2Bd/1Ba, in tri-plex",https://sfbay.craigslist.org/pen/apa/d/tranquil-2bd-1ba-in-tri-plex/7158789495.html,2020-07-16,12:14,$3450,menlo park,True,None,2,1000ft2
california,sfbay,pen,apts & housing for rent,7160458342,6196572864,Beautiful 2x1 Coming Available 8/6  **Move-in Special,https://sfbay.craigslist.org/pen/apa/d/beautiful-2x1-coming-available-8-6-move/7160458342.html,2020-07-16,11:26,$3450,menlo park,True,None,2,950ft2
california,sfbay,pen,apts & housing for rent,7156367788,None,Menlo Park West,https://sfbay.craigslist.org/pen/apa/d/menlo-park-menlo-park-west/7156367788.html,2020-07-13,10:23,$3200,menlo park,True,None,2,None
california,sfbay,pen,apts & housing for rent,7160034883,4887487096,July Hot Special-One ONLY At The Lowest Price Of The Summer,https://sfbay.craigslist.org/pen/apa/d/july-hot-special-one-only-at-the-lowest/7160034883.html,2020-07-15,15:42,$4595,palo alto,True,None,2,1334ft2
california,sfbay,pen,apts & housing for rent,7160035643,4887487096,Specially Priced On This Well Designed 2 Bdrm Home For A Limited Time,https://sfbay.craigslist.org/pen/apa/d/specially-priced-on-this-well-designed/7160035643.html,2020-07-15,15:43,$3995,palo alto,True,None,2,942ft2
california,sfbay,pen,apts & housing for rent,7160037944,4887487096,Best Value 1 Bedroom Home with Huge Balcony and Creek View,https://sfbay.craigslist.org/pen/apa/d/best-value-1-bedroom-home-with-huge/7160037944.html,2020-07-15,15:47,$2950,palo alto,True,None,1,740ft2
california,sfbay,pen,apts & housing for rent,7161236012,7132090284,Discounted Creekside One Bedroom Home Ready for Move In,https://sfbay.craigslist.org/pen/apa/d/stanford-discounted-creekside-one/7161236012.html,2020-07-17,15:26,$2895,palo alto,True,None,1,672ft2
california,sfbay,pen,apts & housing for rent,7162114371,7132090284,Discounted Studio Home Available Now,https://sfbay.craigslist.org/pen/apa/d/stanford-discounted-studio-home/7162114371.html,2020-07-19,09:18,$2475,palo alto,True,None,None,508ft2
california,sfbay,pen,apts & housing for rent,7162115968,7132090284,"2 Bedroom Home With Hardwood Floors, Fireplace, & Large Balcony",https://sfbay.craigslist.org/pen/apa/d/stanford-2-bedroom-home-with-hardwood/7162115968.html,2020-07-19,09:20,$4995,palo alto,True,None,2,1311ft2
california,sfbay,pen,apts & housing for rent,7159807160,7157006959,"2BR/1BA HARDWOOD FLOORS, PATIO SPACE, DOWNTOWN",https://sfbay.craigslist.org/pen/apa/d/menlo-park-2br-1ba-hardwood-floors/7159807160.html,2020-07-15,10:02,$2950,menlo park,True,None,2,None
california,sfbay,pen,apts & housing for rent,7161953906,None,"Prime Menlo Park location, close to Stanford",https://sfbay.craigslist.org/pen/apa/d/menlo-park-prime-menlo-park-location/7161953906.html,2020-07-18,21:30,$2295,menlo park,True,None,None,None
california,sfbay,pen,apts & housing for rent,7161645588,None,Updated 2BR/1BA close to Downtown Menlo Park,https://sfbay.craigslist.org/pen/apa/d/menlo-park-updated-2br-1ba-close-to/7161645588.html,2020-07-18,10:53,$3100,menlo park,True,None,2,None
california,sfbay,pen,apts & housing for rent,7160077813,None,"Light-filled, Upper floor Apt–Menlo close to Stanford",https://sfbay.craigslist.org/pen/apa/d/menlo-park-light-filled-upper-floor/7160077813.html,2020-07-17,19:36,$2345,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7158235953,6939180322,2 Bedroom/2 Bathroom Townhouse,https://sfbay.craigslist.org/pen/apa/d/menlo-park-2-bedroom-2-bathroom/7158235953.html,2020-07-12,15:58,$3400,menlo park,True,None,2,910ft2
california,sfbay,pen,apts & housing for rent,7161589870,7001093102,One bedroom Unfurnished Apartment,https://sfbay.craigslist.org/pen/apa/d/stanford-one-bedroom-unfurnished/7161589870.html,2020-07-18,09:46,$2995,palo alto,True,None,1,740ft2
california,sfbay,pen,apts & housing for rent,7147030730,6961782111,A Fully Furnished Home For You To Move In Today,https://sfbay.craigslist.org/pen/apa/d/stanford-fully-furnished-home-for-you/7147030730.html,2020-07-13,16:23,$6430,palo alto,True,None,2,1215ft2
california,sfbay,pen,apts & housing for rent,7147033220,6961782111,Fully Furnished Home with Houseware and Linen Ready To Go,https://sfbay.craigslist.org/pen/apa/d/stanford-fully-furnished-home-with/7147033220.html,2020-07-13,16:24,$4995,palo alto,True,None,2,1021ft2
california,sfbay,pen,apts & housing for rent,7160035248,6961782111,A Fully Furnished Home For You To Move In Today-30 Day Minimum Stay,https://sfbay.craigslist.org/pen/apa/d/stanford-fully-furnished-home-for-you/7160035248.html,2020-07-15,15:42,$4600,palo alto,True,None,1,820ft2
california,sfbay,pen,apts & housing for rent,7160036149,6961782111,A Fully Furnished Home For You To Move In Today,https://sfbay.craigslist.org/pen/apa/d/stanford-fully-furnished-home-for-you/7160036149.html,2020-07-15,15:44,$4995,palo alto,True,None,1,1021ft2
california,sfbay,pen,apts & housing for rent,7160404706,6962587955,One Bedroom Fully Furnished 30 day minimum lease,https://sfbay.craigslist.org/pen/apa/d/stanford-one-bedroom-fully-furnished-30/7160404706.html,2020-07-16,10:02,$4600,palo alto,True,None,1,820ft2
california,sfbay,pen,apts & housing for rent,7160973247,6962587955,One Bedroom Fully Furnished 30 day minimum lease,https://sfbay.craigslist.org/pen/apa/d/stanford-one-bedroom-fully-furnished-30/7160973247.html,2020-07-17,09:17,$4600,palo alto,True,None,1,820ft2
california,sfbay,pen,apts & housing for rent,7146022098,7140088871,July Move In Special-Take Advantage Of This New Home At Oak Creek!,https://sfbay.craigslist.org/pen/apa/d/stanford-july-move-in-special-take/7146022098.html,2020-07-13,16:22,$2795,palo alto,True,None,1,740ft2
california,sfbay,pen,apts & housing for rent,7147026419,7140088871,Specially Priced Home With Pool View-One ONLY,https://sfbay.craigslist.org/pen/apa/d/stanford-specially-priced-home-with/7147026419.html,2020-07-13,16:24,$2995,palo alto,True,None,1,820ft2
california,sfbay,pen,apts & housing for rent,7160408946,6984437631,TWO BEDROOM TWO BATH FULLY FURNISHED 30 DAY LEASE MINIMUM,https://sfbay.craigslist.org/pen/apa/d/stanford-two-bedroom-two-bath-fully/7160408946.html,2020-07-16,10:08,$6500,palo alto,True,None,2,1215ft2
california,sfbay,pen,apts & housing for rent,7161584420,6984437631,One bedroom  One bath fully furnished 30 Day min,https://sfbay.craigslist.org/pen/apa/d/stanford-one-bedroom-one-bath-fully/7161584420.html,2020-07-18,09:31,$4395,palo alto,True,None,1,740ft2
california,sfbay,pen,apts & housing for rent,7161614210,6984437631,TWO BEDROOM ONE BATH FULLY FURNISHED 30 DAY LEASE MINIMUM,https://sfbay.craigslist.org/pen/apa/d/stanford-two-bedroom-one-bath-fully/7161614210.html,2020-07-18,10:19,$6375,palo alto,True,None,2,1170ft2
california,sfbay,pen,apts & housing for rent,7148259965,None,"Modern, 1 bed/1 bath, Huge Backyard, Near Downtown Menlo Park",https://sfbay.craigslist.org/pen/apa/d/menlo-park-modern-1-bed-1-bath-huge/7148259965.html,2020-07-17,13:32,$3300,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7159940562,None,1232 Crane Street,https://sfbay.craigslist.org/pen/apa/d/menlo-park-1232-crane-street/7159940562.html,2020-07-15,13:07,$9300,menlo park,True,None,6,3400ft2
california,sfbay,pen,apts & housing for rent,7149193485,6078984758,"Gorgeous 5bd 3ba home - walking distance to downtown PA, MP & Stanford",https://sfbay.craigslist.org/pen/apa/d/menlo-park-gorgeous-5bd-3ba-home/7149193485.html,2020-07-19,08:25,$8500,menlo park,True,None,5,3000ft2
california,sfbay,pen,apts & housing for rent,7155213808,7147650297,Spacious 1 Bedroom,https://sfbay.craigslist.org/pen/apa/d/menlo-park-spacious-1-bedroom/7155213808.html,2020-07-17,15:05,$1900,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7159982471,None,1 bedroom 1 bath Move in Ready!!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-1-bedroom-1-bath-move-in/7159982471.html,2020-07-17,15:05,$2100,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7148944770,6359730402,1x1 Menlo Park Coming Available!  *One month free!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-1x1-menlo-park-coming/7148944770.html,2020-07-17,09:45,$2375,menlo park,True,None,1,500ft2
california,sfbay,pen,apts & housing for rent,7158248169,6126229824,"Large wonderful 2BR/2BA unit close to Stanford, Caltrain, Downtown MP",https://sfbay.craigslist.org/pen/apa/d/menlo-park-large-wonderful-2br-2ba-unit/7158248169.html,2020-07-12,16:23,$3950,menlo park,True,None,2,1000ft2
california,sfbay,pen,apts & housing for rent,7160193579,3805299098,Spacious Downtown Menlo Park Apartment with Outdoor Patio,https://sfbay.craigslist.org/pen/apa/d/menlo-park-spacious-downtown-menlo-park/7160193579.html,2020-07-18,08:11,$3400,menlo park,True,None,2,None
california,sfbay,pen,apts & housing for rent,7157540853,6433310782,"► REMODELED 2 BEDROOM, 2 FULL BATH, In-Unit Washer Dryer, Large Deck!",https://sfbay.craigslist.org/pen/apa/d/menlo-park-remodeled-2-bedroom-2-full/7157540853.html,2020-07-18,18:22,$3990,menlo park,True,None,2,1200ft2
california,sfbay,pen,apts & housing for rent,7159688134,None,"Cute & Quaint Cottage 1 Bedroom, 1 Bath Near Stanford",https://sfbay.craigslist.org/pen/apa/d/menlo-park-cute-quaint-cottage-1/7159688134.html,2020-07-15,07:29,$2700,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7161400460,7144692714,Studio Located Walking Distance to Downtown Menlo Park,https://sfbay.craigslist.org/pen/apa/d/menlo-park-studio-located-walking/7161400460.html,2020-07-17,23:40,$2200,menlo park,True,None,None,None
california,sfbay,pen,apts & housing for rent,7161400849,None,"Cute & Quaint Cottage 1 Bedroom, 1 Bath Near Stanford",https://sfbay.craigslist.org/pen/apa/d/menlo-park-cute-quaint-cottage-1/7161400849.html,2020-07-18,00:14,$2700,Menlo Park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7161705240,7144692714,Studio Located Walking Distance to Downtown Menlo Park,https://sfbay.craigslist.org/pen/apa/d/menlo-park-studio-located-walking/7161705240.html,2020-07-18,12:13,$2200,menlo park,True,None,None,None
california,sfbay,pen,apts & housing for rent,7161971198,7144692714,Studio Located Walking Distance to Downtown Menlo Park,https://sfbay.craigslist.org/pen/apa/d/menlo-park-studio-located-walking/7161971198.html,2020-07-18,23:24,$2200,menlo park,True,None,None,None
california,sfbay,pen,apts & housing for rent,7162110731,7144692714,Studio Located Walking Distance to Downtown Menlo Park,https://sfbay.craigslist.org/pen/apa/d/menlo-park-studio-located-walking/7162110731.html,2020-07-19,09:11,$2200,menlo park,True,None,None,None
california,sfbay,pen,apts & housing for rent,7161385201,6919597920,Large 3/bd 2/ba Apartment  2 blocks to downtown,https://sfbay.craigslist.org/pen/apa/d/menlo-park-large-3-bd-2-ba-apartment-2/7161385201.html,2020-07-17,22:02,$5000,menlo park,True,None,3,1450ft2
california,sfbay,pen,apts & housing for rent,7161956063,None,Gorgeous 2 BR 2 Ba 1200 sq.ft unit in a private four unit,https://sfbay.craigslist.org/pen/apa/d/menlo-park-gorgeous-2-br-2-ba-1200-sqft/7161956063.html,2020-07-18,21:42,$3990,menlo park,True,None,2,1200ft2
california,sfbay,pen,apts & housing for rent,7161380813,6899601396,large 3b/3b *2* blocks to downtown,https://sfbay.craigslist.org/pen/apa/d/menlo-park-large-3b-3b-2-blocks-to/7161380813.html,2020-07-17,21:46,$5200,menlo park,True,None,3,1750ft2
california,sfbay,pen,apts & housing for rent,7153379353,7131975986,3BR 3BA HOUSE. Plus private work spaces. Bike 2 Stanford. Nr Downtown,https://sfbay.craigslist.org/pen/apa/d/menlo-park-3br-3ba-house-plus-private/7153379353.html,2020-07-17,19:55,$6750,menlo park,True,None,3,2100ft2
california,sfbay,pen,apts & housing for rent,7152018936,7139294863,Luxury Living Near Downtown Menlo Park,https://sfbay.craigslist.org/pen/apa/d/menlo-park-luxury-living-near-downtown/7152018936.html,2020-07-16,16:51,$12000,menlo park,True,None,5,4000ft2
california,sfbay,pen,apts & housing for rent,7159586134,7134395340,Highly upgraded 2+1 apartment,https://sfbay.craigslist.org/pen/apa/d/menlo-park-highly-upgraded-21-apartment/7159586134.html,2020-07-14,22:47,$3700,menlo park,True,None,2,1100ft2
california,sfbay,pen,apts & housing for rent,7155624372,None,"Downtown and nr Caltrain. All hardwood, gas stove, d/w, built-ins, stg",https://sfbay.craigslist.org/pen/apa/d/menlo-park-downtown-and-nr-caltrain-all/7155624372.html,2020-07-17,08:53,$2395,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7161303665,None,"Remodeled single story, corner unit, new kitchen, floors, bathroom",https://sfbay.craigslist.org/pen/apa/d/menlo-park-remodeled-single-story/7161303665.html,2020-07-17,17:40,$3995,menlo park,True,None,2,950ft2
california,sfbay,pen,apts & housing for rent,7155007437,None,"Downtown and nr Caltrain. All hardwood, gas stove, d/w, built-ins, stg",https://sfbay.craigslist.org/pen/apa/d/menlo-park-downtown-and-nr-caltrain-all/7155007437.html,2020-07-18,10:25,$2395,menlo park,True,None,1,None
california,sfbay,pen,apts & housing for rent,7157743279,None,Beautiful Allied Arts home! 4 Bed 3 Bath,https://sfbay.craigslist.org/pen/apa/d/menlo-park-beautiful-allied-arts-home-4/7157743279.html,2020-07-18,14:56,$11000,menlo park,True,None,4,2470ft2
california,sfbay,pen,apts & housing for rent,7157027797,6368284486,Studio Available for move-in mid-July! One month FREE!,https://sfbay.craigslist.org/pen/apa/d/menlo-park-studio-available-for-move-in/7157027797.html,2020-07-17,09:45,$2355,menlo park,True,None,None,300ft2
california,sfbay,pen,apts & housing for rent,7159267875,6213930285,2 Bedroom 1 bath Duplex - Menlo Park,https://sfbay.craigslist.org/pen/apa/d/2-bedroom-1-bath-duplex-menlo-park/7159267875.html,2020-07-19,11:02,$3145,menlo park,True,None,2,962ft2
california,sfbay,pen,apts & housing for rent,7161307183,None,"Downstairs 2 bedroom 2 bath, new floors, new paint",https://sfbay.craigslist.org/pen/apa/d/menlo-park-downstairs-2-bedroom-2-bath/7161307183.html,2020-07-17,18:01,$3395,menlo park,True,None,2,1100ft2
california,sfbay,pen,apts & housing for rent,7162339593,7055040929,Prime Location Near Downtown Menlo,https://sfbay.craigslist.org/pen/apa/d/menlo-park-prime-location-near-downtown/7162339593.html,2020-07-19,15:28,$6500,menlo park,True,None,4,2200ft2
california,sfbay,pen,apts & housing for rent,7162152940,5606217539,4 bdrm/2 bath house close to Stanford,https://sfbay.craigslist.org/pen/apa/d/palo-alto-4-bdrm-2-bath-house-close-to/7162152940.html,2020-07-19,10:20,$5900,menlo park,True,None,4,None
california,sfbay,pen,apts & housing for rent,7160459557,6329646685,Beautiful 2x2 Downtown  Menlo Park Coming Available,https://sfbay.craigslist.org/pen/apa/d/beautiful-2x2-downtown-menlo-park/7160459557.html,2020-07-16,11:15,$4260,menlo park,True,None,2,1100ft2
california,sfbay,pen,apts & housing for rent,7160408383,7146549942,"Great Furnished 1 bedroom next to Downtown, close to Stanford!",https://sfbay.craigslist.org/pen/apa/d/menlo-park-great-furnished-1-bedroom/7160408383.html,2020-07-16,10:07,$2995,menlo park,True,None,1,650ft2
